title,label,processed_title,high_priority_flag
    학년도 장학생 모집 안내   오전  시 ,0,장학생 모집 안내,0
    학년도 하이트진로 장학생 선발 대학생  ,0,하이트진로 장학생 선발 대학생,0
모집안내,1,모집 안내,0
    년 푸른등대 대학생 재능봉사 캠프 멘토 모집 안내,1,푸른 등대 대학생 재능 봉사 캠프 멘토 모집 안내,0
 사회과학대학  제  회 수선포럼 개최,1,사회과학 대학 수선 포럼 개최,0
위한 디자인 교육 참가자 제공 ,1,디자인 교육 참가자 제공,0
    학년도  학기 예비군 훈련 출석 인정 처리 안내,0,예비군 훈련 출석 인정 처리 안내,0
 sw중심대학사업단  기업 방문 및 견학 프로그램 참여자 선착순 모집,1,sw중심대학사업단 기업 방문 견학 프로그램 참여자 선착순 모집,1
   안내,0,안내,0
     상반기 교직원 정규직   차면접 전형 합격자 발표 및 안내,0,교직원 정규직 면접 전형 합격자 발표 안내,1
     상반기 교직원 정규직  신규채용 필기전형 합격자 발표 및 면접전형 안내,1,교직원 정규직 신규 채용 필기 전형 합격자 발표 면접 전형 안내,1
     ai challenge 모집,1,ai challenge 모집,0
       년  월 체력증진센터 경영관     주년기념관  회원모집 안내,0,체력 증진 센터 경영 기념관 회원 모집 안내,0
      경기도 모집,1,경기도 모집,0
대학생 서포터즈 모집 안내,1,대학생 서포터즈 모집 안내,1
    학년도 돌봄 프로젝트 함께하는  월  ,0,프로젝트,0
 대학혁신과공유센터  워크숍  chatgpt  너 내 동료가 최종 선발자 관련 공지,0,대학 혁신 공유 센터 워크숍 chatgpt 동료 최종 선발자 관련 공지,0
산학교수 채용공고,0,산학 교수 채용 공고,1
교수 특별 강연 및 안내,1,교수 강연 안내,1
linc     skku 프로그램 모집 안내,1,linc skku 프로그램 모집 안내,1
글로벌 it전문가와 킹고인의 만남 시즌  만남 참가 목 ,1,글로벌 it전문가와 고인 만남 시즌 만남 참가,0
서울시 해외봉사단  기 참가자 모집,1,서울시 해외 봉사단 참가자 모집,0
서울시  기 모집 안내,1,서울시 모집 안내,0
 반도체소부장 혁신융합대학사업단  제 회 academy 모집 안내,1,반도체 소부 혁신 융합 대학 사업단 academy 모집 안내,0
정보통신대학 담당 행정직원,1,정보통신 대학 담당 행정 직원,0
    학년도 여름 학사과정 계절수업 운영 안내,0,여름 학사 과정 계절 수업 운영 안내,1
실시간 진로   ai 혁신,1,실시간 진로 ai 혁신,0
정보통신대학 전자전기컴퓨터공학과 행정조교,0,정보통신 대학 전자 전기 컴퓨터공학 행정 조교,1
 인문사회융합인재양성사업단  주관 지역사회 캠프 참여학생 모집,1,인문 사회 융합 인재 양성 사업단 주관 지역 사회 캠프 참여 학생 모집,0
      학기 설명회 참가 안내,1,설명회 참가 안내,0
      학기 설명회 참가 안내,1,설명회 참가 안내,0
행사 참가 모집,0,행사 참가 모집,0
 기숙사      학년도 여름방학 기숙사 입사생 모집,0,기숙사 여름 방학 기숙사 입사생 모집,0
 인문사회융합인재양성사업단    개최,1,인문 사회 융합 인재 양성 사업단 개최,0
x 프로젝트  기 채용 및 전략 웨비나,1,프로젝트 채용 전략 웨비,0
중국어 담당 자체직원,1,중국어 담당 자체 직원,0
 한국장학재단      학년도 국가근로장학사업 하계방학 집중근로 프로그램 희망근로지 신청 안내,0,한국장학재단 국가 근로 장학 사업 하계 방학 집중 근로 프로그램 희망 근로지 신청 안내,1
 학생인재개발팀 대학일자리플러스센터  만남 프로그램 함께하는,1,학생 인재 개발 팀 대학 일자리 플러스 센터 만남 프로그램,1
 linc      대학생을 위한 기초 특강 참여학생 모집,1,linc 대학생 기초 특강 참여 학생 모집,0
아르바이트생 중국어,0,아르바이트 중국어,0
 인문사회융합인재양성사업단  융합인재 마이크로디그리 특강 할,1,인문 사회 융합 인재 양성 사업단 융합 인재 마이크로 디그 특강,0
    년 모집,1,모집,0
초청 특별 세미나,1,초청 세미나,0
 linc      sk c c 배우는 특강 참여학생 모집,1,linc sk 특강 참여 학생 모집,0
사업단      년 캠퍼스타운  기 모집,1,사업단 캠퍼스 타운 모집,0
 인공지능혁신융합대학사업단       하계 비교과 교육과정 안내,1,인공지능 혁신 융합 대학 사업단 하계 비교과 교육과정 안내,0
  참가자,1,참가자,0
 기 모집,1,모집,0
및 프로그램 참가 모집,1,프로그램 참가 모집,1
대학교 동아리 모집,1,대학교 동아리 모집,0
채용 공고,1,채용 공고,0
for skku students at the university of   tuition,1,skku student university tuition,0
 글로벌 학습경험 글로벌 특강,1,글로벌 학습 경험 글로벌 특강,0
    년도 재단법인 연구지원 장학생 선발 안내  ,0,재단법인 연구 지원 장학생 선발 안내,0
      학기 초청 안내,1,초청 안내,0
     학생성공 서포터즈  월,1,학생 성공 서포터즈,1
 인권센터      년 대학원생 지원 안내  ,0,인권 센터 대학원생 지원 안내,1
 창의품 fye      년  학기 인성함양 실천 시행,0,창의 fye 인성 함양 실천 시행,0
        개최 대한,1,개최,0
 관대 캠퍼스타운  마케팅 강의 신청,1,관대 캠퍼스 타운 마케팅 강의 신청,0
    년 대학생 멘토 추가 모집 공고,1,대학생 멘토 추가 모집 공고,0
아르바이트 모집,0,아르바이트 모집,0
서포터즈  기 모집 ,1,서포터즈 모집,1
동작구 봉사활동 모집,1,동작구 봉사 활동 모집,0
 대학혁신과공유센터      학년도  chatgpt  너 내 동료가 참가자 모집,0,대학 혁신 공유 센터 chatgpt 동료 참가자 모집,0
캠프,1,캠프,0
     esg 가치 확산 아이디어 공모전,1,esg 가치 확산 아이디어 공모전,1
     본교생 수강신청 안내   차   마감 ,0,본교생 수강신청 안내,0
 연구실 행정원 모집,1,연구실 행정원 모집,0
대학혁신과공유센터 자체계약직원 추가 채용 마감 ,0,대학 혁신 공유 센터 자체 계약직원 추가 채용,0
to 캠페인 모집 안내,1,캠페인 모집 안내,0
    년도 상반기 강화군 대학생 등록금 지원사업 안내,0,강화군 대학생 등록금 지원 사업 안내,0
    년 서울장학재단 독립유공자 후손 장학금 선발 안내,0,서울장학재단 독립 유공자 후손 장학금 선발 안내,0
    년 서울장학재단 선발 안내,0,서울장학재단 선발 안내,0
 근로장학생 모집,0,근로 장학생 모집,0
    학년도 여름 계절수업 채용 공고,0,여름 계절 수업 채용 공고,1
 외교부  서포터즈 모집,1,외교부 서포터즈 모집,1
연구교수 및 채용,0,연구 교수 채용,1
 자과캠  아르바이트생 완료,0,아르바이트 완료,0
함께하는     ,1,,0
수업 방식 통한,0,수업 방식,0
프로그램 보조 자원봉사자 모집 공고,0,프로그램 보조 자원봉사 모집 공고,1
ibs 연구단 대학원생 및 인턴 모집,1,ibs 연구단 대학원생 인턴 모집,1
    학년도 summer 조교  마감 ,0,summer 조교,1
,1,,0
 공학교육혁신센터  행정연구원,1,공학 교육 혁신 센터 행정 연구원,0
     외교 공공데이터 활용 경진대회 안내,1,외교 공공 데이터 활용 경진 대회 안내,0
    학년도  학기 유한재단 추가 모집 안내 접수기한  목 ,0,유한 재단 추가 모집 안내 수기,0
안전 준수사항 안내,0,안전 준수 사항 안내,0
s global challenger 최종 선발 발표,1,global challenger 최종 선발 발표,0
    학년도 하계방학 skku ba dive 서류 발표,1,하계 방학 skku ba dive 서류 발표,0
환경부 하계 대학생 학생 모집 안내,1,환경부 하계 대학생 학생 모집 안내,0
 sw중심대학사업단  연구원 추가모집    까지 ,1,sw중심대학사업단 연구원 추가 모집,0
    년도 전기 전문연구요원 선발 공고 안내,0,전기 전문연구요원 선발 공고 안내,0
위한 국내 논문 작성 및 교육,1,국내 논문 작성 교육,0
초청 특별 세미나,1,초청 세미나,0
워크숍 참가자 모집 안내,1,워크숍 참가자 모집 안내,0
풀브라이트 장학 프로그램 선발 공고,1,장학 프로그램 선발 공고,1
위한 dissertation 신청 안내,1,dissertation 신청 안내,0
단원모집,1,단원 모집,0
장애학생 교육활동 지원인력,1,장애 학생 교육 활동 지원 인력,0
활용 참가자 모집,1,활용 참가자 모집,0
 일반대학원 직원,0,일반 대학원 직원,0
 뇌과학이미징연구단      년 상반기 선발 안내,1,뇌과학 연구단 선발 안내,0
이용교육,0,이용 교육,0
국가 관리 세미나 안내,1,국가 관리 세미나 안내,0
대학원생 포럼 대학원생 참가자 모집,0,대학원생 포럼 대학원생 참가자 모집,1
서울시  기 참여자 모집 안내,1,서울시 참여자 모집 안내,0
     개최 안내,1,개최 안내,0
서울시 청년  기 모집,1,서울시 청년 모집,0
및 채용,1,채용,0
dissertation 신청 안내,1,dissertation 신청 안내,0
주관 ai 아이디어톤 교내,1,주관 ai 아이디어 교내,0
     대학 개최 안내,1,대학 개최 안내,0
운영 안내,0,운영 안내,0
 창업지원단  모집,1,창업지원단 모집,0
신청 나의,1,신청,0
정보통신대학 전자전기컴퓨터공학과 행정조교,0,정보통신 대학 전자 전기 컴퓨터공학 행정 조교,1
    년 화성시인재육성재단 교환학생 선발 안내,1,화성시 인재 육성재 교환 학생 선발 안내,1
    년  차 졸업앨범 촬영 안내,0,졸업앨범 촬영 안내,0
마케팅 공모전,1,마케팅 공모전,1
    학년도  학기 선발 설명회 안내,1,선발 설명회 안내,0
    년 안내,0,안내,0
 인공지능혁신융합대학사업  k mooc 기초 사전신청 안내,0,인공지능 혁신 융합 대학 사업 mooc 기초 사전 신청 안내,0
시 할 방법 세미나 개최,1,방법 세미나 개최,0
    년 지원사업 참여기업 모집,0,지원 사업 참여 기업 모집,0
    년 장학생 선발 안내,0,장학생 선발 안내,0
 교수학습혁신센터  ai를 활용한 대학원 작성 워크숍 개최 및 신청 안내,0,교수 학습 혁신 센터 ai를 활용 대학원 작성 워크숍 개최 신청 안내,1
 학생인재개발팀 대학일자리플러스센터  합격자 선배와 함께하는,1,학생 인재 개발 팀 대학 일자리 플러스 센터 합격자 선배,0
academy  기 모집 안내,1,academy 모집 안내,0
 모집  참가자,1,모집 참가자,0
   오후 배구 홈 경기 안내,0,배구 경기 안내,0
 인문사회융합인재양성사업단  함께하는 참가학생 모집,1,인문 사회 융합 인재 양성 사업단 참가 학생 모집,0
동아시아학술원 인문한국 hk  연구소 국제한국학센터 iuc  공동주최 동아시아포럼 전문가초청특강   년,1,동아시아 학술원 인문 한국 hk 연구소 국제 한국학 센터 iuc 공동 주최 동아시아 포럼 전문가 초청 특강,0
     상반기 교직원 정규직  서류전형 합격자 발표 및  차면접 안내,0,교직원 정규직 서류 전형 합격자 발표 면접 안내,1
     상반기 교직원 정규직  신규채용 서류전형 합격자 발표 및 필기전형 안내,1,교직원 정규직 신규 채용 서류 전형 합격자 발표 필기 전형 안내,0
해외 대학 교수 강의 of,1,해외 대학 교수 강의,1
 linc      함께하는      글로벌 페스티벌 모집,1,linc 글로벌 페스티벌 모집,0
참가자   위한,0,참가자,0
정보통신대학 교육연구단 행정직원 모집,1,정보통신 대학 교육 연구단 행정 직원 모집,0
함께하는 글로벌 제공 ,1,글로벌 제공,0
 채용 모집        명품 공모전 선발결과 안내,1,채용 모집 명품 공모전 선발 결과 안내,1
전 초청 리더십 특강,1,초청 리더십 특강,0
    년 하반기 및 세미나,1,세미나,0
학생처 학생지원팀 자체계약직원 채용 공고,0,학생 학생 지원 팀 자체 계약직원 채용 공고,0
    학년도 여름학기 표준현장실습학기제 참여학생 모집,1,여름 표준 현장실습 학기제 참여 학생 모집,1
제 회 세미나 개최  ,1,세미나 개최,0
 학생인재개발팀 대학일자리플러스센터      년  월 금융권 취업특강 위한 기초,1,학생 인재 개발 팀 대학 일자리 플러스 센터 금융권 취업 특강 기초,1
 글로벌 학습 플랫폼  해외저명대학 교수 초청 특강,1,글로벌 학습 플랫폼 해외 저명 대학 교수 초청 특강,1
 모집합니다 ,0,모집,0
    년 여름방학 hd현대 채용연계형 현장실습생 모집,1,여름 방학 hd현대 채용연계형 현장실습 모집,1
아날로그rf회로및시스템연구센터 arrc  전문연구요원 모집,0,아날로그 회로 시스템 연구 센터 arrc 전문연구요원 모집,0
      학기 앞 개최,0,개최,0
    년 장학생 설명회,0,장학생 설명회,0
 sw중심대학사업단  연구원 모집,1,sw중심대학사업단 연구원 모집,0
    년 이공계 장애 대학생 현장 수행자 모집 안내,1,이공 장애 대학생 현장 수행자 모집 안내,0
    년 이공계 장애 대학원생 현장 수행자 모집 안내,0,이공 장애 대학원생 현장 수행자 모집 안내,1
     워크숍 모집 안내,1,워크숍 모집 안내,0
마지막 추가 모집,1,마지막 추가 모집,0
s global challenger,1,global challenger,0
 대학혁신과공유센터       s global challenger 프로그램 일정 안내,1,대학 혁신 공유 센터 global challenger 프로그램 일정 안내,1
 bk   교육연구단 모집,0,bk 교육 연구단 모집,0
    학년도 여름방학 채용연계형 현장실습생 모집,1,여름 방학 채용연계형 현장실습 모집,1
 운용재  변리사반     년  월 특강 안내,1,운용 변리사 특강 안내,0
    학년도  학기 시행     ,0,시행,0
참가자   위한,0,참가자,0
문과대학 행정조교,0,대학 행정 조교,1
 사회과학대학  제  회 수선포럼 개최,1,사회과학 대학 수선 포럼 개최,0
 인공지능혁신융합대학사업단      년 제 회 academy 참여 신청 안내,1,인공지능 혁신 융합 대학 사업단 academy 참여 신청 안내,0
월드프렌즈코리아 청년봉사단 단원 모집 안내,1,월드 프렌즈 코리아 청년 봉사단 단원 모집 안내,0
접수 마감        학기 캠퍼스 개최,1,캠퍼스 개최,0
      학기 신청 안내,0,신청 안내,0
서울동행 멘토링 참여자 모집 안내,1,서울 동행 멘토링 참여자 모집 안내,0
제 소셜이노베이션 해외학자 초청 집중     년  월 오후,1,이노베이션 해외 학자 초청 집중,0
 기 모집안내,1,모집 안내,0
 학생인재개발팀 대학일자리플러스센터       상반기 현직자 선배 특강   나의,1,학생 인재 개발 팀 대학 일자리 플러스 센터 현직자 선배 특강,0
,0,,0
 카운슬링센터         중국 유학생 집단상담 참여자 모집  ,0,카운슬링 센터 중국 유학생 집단 상담 참여자 모집,0
 창업지원단       학생 창업유망팀 경진대회 모집,1,창업지원단 학생 창업 유망 팀 경진 대회 모집,0
  보조 단기 아르바이트 모집,0,보조 단기 아르바이트 모집,0
근로자의 날 운영 안내,0,근로자 운영 안내,0
the of the and of,1,,0
근로학생,0,근로 학생,0
    학년도  학기 현장실습생 모집,1,현장실습 모집,1
 카운슬링센터         통한 참여자 모집,0,카운슬링 센터 참여자 모집,0
 인공지능혁신융합대학사업단      년 전문가 특강 안내,1,인공지능 혁신 융합 대학 사업단 전문가 특강 안내,0
 인공지능혁신융합대학사업단  비교과 프로그램   배우는 앱,1,인공지능 혁신 융합 대학 사업단 비교과 프로그램,1
 학생인재개발팀 대학일자리플러스센터       상반기 및 면접 컨설팅 프로그램,1,학생 인재 개발 팀 대학 일자리 플러스 센터 면접 컨설팅 프로그램,1
 월 운영 사전 안내,0,운영 사전 안내,0
     견학 참가자 모집 일정 변경,1,견학 참가자 모집 일정 변경,0
     견학 참가자 모집 일정 변경,1,견학 참가자 모집 일정 변경,0
    년 제 기 세아해암학술장학재단 커리어챌린지 장학금 신청 안내,0,아해 학술 장학 재단 커리어 린지 장학금 신청 안내,0
참가 및 모집 안내,1,참가 모집 안내,0
농구    오후  시 홈 경기 안내,0,농구 경기 안내,0
,0,,0
 bk   모집  ,0,bk 모집,0
학생성공센터행정실 촉탁직원 채용,0,학생 성공 센터 행정실 직원 채용,0
모집,1,모집,0
  및 공모,1,공모,0
 자과캠 n센터  fmri 실험 참여자 모집,0,n센터 fmri 실험 참여자 모집,0
  년  월 각 군 현역병 모집 안내,0,현역병 모집 안내,0
 모집 기간 행정조교,0,모집 기간 행정 조교,1
청정에너지ict연구소 행정직원 채용 안내    채용시 까지  ,1,청정에너지 연구소 행정 직원 채용 안내 채용,0
서포터즈  기 모집 안내,1,서포터즈 모집 안내,1
디지털교육혁신원 교육혁신팀 촉탁직원 채용,0,디지털 교육 혁신원 교육 혁신 팀 직원 채용,0
    년 모집안내 대상 ,1,모집 안내 대상,0
    학년도  학기 장학생 선발 안내,0,장학생 선발 안내,0
    년 재단법인 아카데미 장학생 모집 안내,0,재단법인 아카데미 장학생 모집 안내,0
여름방학 참여학생,1,여름 방학 참여 학생,0
     년  학기  campus asia 국비 교환장학생 추가모집,1,campus asia 국비 교환 장학생 추가 모집,1
     년  학기  campus asia 국비 교환장학생 추가모집,1,campus asia 국비 교환 장학생 추가 모집,1
 창의품 fye      년  학기 인성함양 실천 프로그램 온라인 시행,0,창의 fye 인성 함양 실천 프로그램 온라인 시행,1
    년도 프로그램 모집,1,프로그램 모집,1
 보조 단기 아르바이트 모집,0,보조 단기 아르바이트 모집,0
    학년도 국가근로장학사업 하계방학 집중근로 프로그램 학생 신청 사전 안내,0,국가 근로 장학 사업 하계 방학 집중 근로 프로그램 학생 신청 사전 안내,1
       년  월 체력증진센터 경영관     주년기념관  회원모집 안내,0,체력 증진 센터 경영 기념관 회원 모집 안내,0
    학년도 여름 계절수업 강의배정 공고,0,여름 계절 수업 강의 배정 공고,1
연구원 공개채용 안내  마감 ,0,연구원 공개 채용 안내,0
    학년도 수림재단 신규 장학생 선발,0,수림 재단 신규 장학생 선발,0
 한국장학재단      년 대통령과학장학금 신규장학생 선발 안내,0,한국장학재단 대통령 과학 장학금 신규 장학생 선발 안내,0
근로자의 수  발급 및 휴무 안내,0,근로자 발급 휴무 안내,0
 인공지능혁신융합대학사업단       skku 개최 안내,1,인공지능 혁신 융합 대학 사업단 skku 개최 안내,0
    학년도  재 인천인재평생교육진흥원 장학생 모집 안내,0,인천 인재 평생 교육 진흥원 장학생 모집 안내,0
    년  학기 마이크로디그리  차 신청 안내,1,마이크로 디그 신청 안내,0
 학생인재개발팀 대학일자리플러스센터       상반기 온라인 찾아가는 해외취업 설명회,1,학생 인재 개발 팀 대학 일자리 플러스 센터 온라인 해외 취업 설명회,1
온라인 이용교육,0,온라인 이용 교육,0
 재공지  모바일 앱 사용자 의견,0,공지 모바일 사용자 의견,0
    학년도 멘토링 장학생 모집 안내,1,멘토링 장학생 모집 안내,0
 자     피트니스센터  월 등록 회원 모집,0,피트니스 센터 등록 회원 모집,0
    년 사업 모집 공고,0,사업 모집 공고,0
 huss  융합트랙 신청  차  안내,1,hus 융합 트랙 신청 안내,1
    학년도 여름 계절학기 사업 학점 교류 수강 신청 안내,0,여름 계절 사업 학점 교류 수강 신청 안내,1
반도체융합공학과 융합트랙  모집 공고,1,반도체 융합 공학 융합 트랙 모집 공고,1
반도체융합공학과 융합트랙  모집공고,1,반도체 융합 공학 융합 트랙 모집 공고,1
    년도 장학생 선발,0,장학생 선발,0
 huss  마이크로디그리 신청  차  안내,1,hus 마이크로 디그 신청 안내,0
학부생 마이크로디그리 모집 안내,1,학부생 마이크로 디그 모집 안내,0
     제 회,1,,0
    년  학기 성남시 대학생 등록금 지원 안내,0,성남시 대학생 등록금 지원 안내,0
 행정직원 채용 공고      월   일,1,행정 직원 채용 공고,0
    년 사업 모집 공고,0,사업 모집 공고,0
 및 대학원생 및 모집합니다 ,0,대학원생 모집,1
    년 세아해암학술장학재단 제 기 커리어챌린지 장학생 모집 안내,0,아해 학술 장학 재단 커리어 린지 장학생 모집 안내,0
위한 교육 개최 제공 ,1,교육 개최 제공,0
연구교수 비전임교원  공개채용 안내,0,연구 교수 비전임 교원 공개 채용 안내,1
재단법인 아카데미 장학생 모집 안내,0,재단법인 아카데미 장학생 모집 안내,0
참여자 모집,0,참여자 모집,0
전문가 초청 세미나 안내,1,전문가 초청 세미나 안내,0
 참여 학부생,1,참여 학부생,0
마이크로디그리       년  차 참여 학생 모집,1,마이크로 디그 참여 학생 모집,0
참가자 모집,1,참가자 모집,0
    년도 안산시 대학생 본인부담 등록금 반값지원 신청안내,0,안산시 대학생 본인 부담 등록금 반값 지원 신청 안내,0
    년  학기 학생예비군 기본훈련  차,0,학생 예비군 기본 훈련,0
홈 경기 안내  농구    오후,0,경기 안내 농구,0
    학년도  학기 학사과정 마이크로디그리 이수 포기 신청  차  안내,1,학사 과정 마이크로 디그 이수 포기 신청 안내,0
    년도 예비군  차 훈련 실시 안내,0,예비군 훈련 실시 안내,0
     경기도 활성화 포럼,1,경기도 활성 포럼,0
      모집,1,모집,0
 영상 및 선정 공고,0,영상 선정 공고,0
 의료 인공지능 융합인재 양성 사업  신청 안내 마감 ,0,의료 인공지능 융합 인재 양성 사업 신청 안내,0
    학년도  학기 중간시험 관련,0,중간시험 관련,0
 채용 모집  채용연계 인턴,1,채용 모집 채용 연계 인턴,1
    년 정부포상 추천자 공개검증,0,정부 포상 추천자 공개 검증,0
    학년도 상반기 장학생 선발 안내,0,장학생 선발 안내,0
동아시아학술원 인문한국 hk  연구소 동아시아포럼 전문가초청특강   년,1,동아시아 학술원 인문 한국 hk 연구소 동아시아 포럼 전문가 초청 특강,0
    학년도  학기 유한재단 대상 장학생 선발 안내,0,유한 재단 대상 장학생 선발 안내,0
    년 제 회 자율주행 경진대회 참가자 모집,1,자율 주행 경진 대회 참가자 모집,0
초록우산     학년도 청년리더 프로그램 모집 안내,1,초록 우산 청년 리더 프로그램 모집 안내,1
초청 특강 시리즈 참여 가능 ,1,초청 특강 시리즈 참여,0
 인문사회융합인재양성사업단      학년도  학기 인문사회융합인재양성사업 사업단 설명회 안내,0,인문 사회 융합 인재 양성 사업단 인문 사회 융합 인재 양성 사업 사업단 설명회 안내,0
bk   모집,0,bk 모집,0
    년 온라인 시행 안내,0,온라인 시행 안내,0
글로벌 it전문가와 킹고인의 만남 시즌  만남 참가 목 ,1,글로벌 it전문가와 고인 만남 시즌 만남 참가,0
 교직원 정규직  신규채용 공고,1,교직원 정규직 신규 채용 공고,0
    년  학기 및 장학금 장학생 모집 오전,0,장학금 장학생 모집,0
관대 행정직원 채용 공고,1,관대 행정 직원 채용 공고,0
      summer 뇌과학이미징연구단 참가자,1,summer 뇌과학 연구단 참가자,0
 채용 모집   단계 bk   행정직원 채용 공고,1,채용 모집 단계 bk 행정 직원 채용 공고,0
    학년도  학기  대학생 지원 사업,0,대학생 지원 사업,0
안내,1,안내,0
채용공고,0,채용 공고,0
 한국장학재단      학년도  학기 푸른등대 삼성기부장학금 신청,0,한국장학재단 푸른 등대 삼성 기부 장학금 신청,0
ibs 연구단 연구원 모집,1,ibs 연구단 연구원 모집,0
 대학혁신과공유센터       s global challenger 프로그램,1,대학 혁신 공유 센터 global challenger 프로그램,1
연계 바이오 스타트업 프로그램 참가 안내,1,연계 바이오 스타트업 프로그램 참가 안내,1
디지털교육혁신원 촉탁직원 채용,0,디지털 교육 혁신원 직원 채용,0
 채용 모집  안내,1,채용 모집 안내,0
 공지  장학생 총장 신청 안내,0,공지 장학생 총장 신청 안내,0
 인문사회융합인재양성사업단  지역사회 가능       esg,1,인문 사회 융합 인재 양성 사업단 지역 사회 esg,0
정보통신대학 전자전기공학부 행정조교,0,정보통신 대학 전자전 기공 학부 행정 조교,1
 교직원 정규직  경력채용 공고,0,교직원 정규직 경력 채용 공고,0
 글로벌 학습 플랫폼  해외저명대학 교수 초청 특강,1,글로벌 학습 플랫폼 해외 저명 대학 교수 초청 특강,1
    년 sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집,1,sk희망메이커 school 멘토링 프로그램 대학생 멘토 모집,1
      국제 스페셜 뮤직 아트 및 자원봉사자 모집,1,국제 스페셜 뮤직 아트 자원봉사 모집,0
         전자전기공학부 대학원생,0,전자전 기공 학부 대학원생,1
차세대 반도체 양성 사업단  반도체 사업 참여학생 모집 안내,1,차세대 반도체 양성 사업단 반도체 사업 참여 학생 모집 안내,0
    학년도 하계방학 skku ba dive 프로그램 참가자 모집 공고,1,하계 방학 skku ba dive 프로그램 참가자 모집 공고,1
,0,,0
    년도 장학생 모집 안내,0,장학생 모집 안내,0
campus 참여학생 모집 공고문,1,campus 참여 학생 모집 공고,0
     상반기 미래형자동차 마이크로디그리 설명회  ,1,미래 자동차 마이크로 디그 설명회,0
채용 공고,1,채용 공고,0
 한국장학재단  한국장학재단 대학생 홍보대사 모집,1,한국장학재단 한국장학재단 대학생 홍보 대사 모집,0
탄소중립건축 evening,1,탄소 중립 건축 even,0
    학년도  학기 국가근로장학생 운영 현황 및 자료 안내,0,국가 근로 장학생 운영 현황 자료 안내,0
온라인 멘토링 모집 안내,1,온라인 멘토링 모집 안내,0
 창업지원단 캠퍼스타운  학생 창업멘토링 king toring 참여자 수시 모집,1,창업지원단 캠퍼스 타운 학생 창업 멘토링 king toring 참여자 수시 모집,0
    학년도  학기 기초자연과학영역 bsm  일정 및 장소 안내 자연과학캠퍼스 ,0,기초 자연과학 영역 bsm 일정 장소 안내 자연과학 캠퍼스,0
    학년도 db 개최 안내,1,db 개최 안내,0
 집적회로연구실  행정원,1,집적 회로 연구실 행정원,0
초청 세미나,1,초청 세미나,0
 실험 참가자 모집  차량,0,실험 참가자 모집 차량,0
대학생 서포터즈 모집합니다 ,1,대학생 서포터즈 모집,1
    년 신규 장학생 선발,0,신규 장학생 선발,0
    학년도 여름 계절수업 수요조사 시행 안내,0,여름 계절 수업 수요 조사 시행 안내,1
    학년도 안내,0,안내,0
     함께 위한 솔루션   대학생 아이디어 공모전,1,솔루션 대학생 아이디어 공모전,1
     년  학기  campus asia 국비 교환장학생 모집,1,campus asia 국비 교환 장학생 모집,1
     년  학기  campus asia 국비 교환장학생 모집,1,campus asia 국비 교환 장학생 모집,1
참여자 모집 안내,1,참여자 모집 안내,0
청년 및 지원사업 참여자 모집 공고,0,청년 지원 사업 참여자 모집 공고,0
 대학원혁신지원사업      학년도 skku 기반 학문후속세대 연구지원 프로그램 시행안내,0,대학원 혁신 지원 사업 skku 기반 학문 후속 세대 연구 지원 프로그램 시행 안내,1
 대학원혁신지원사업      학년도 대학원생 지원 프로그램 시행 안내,0,대학원 혁신 지원 사업 대학원생 지원 프로그램 시행 안내,1
    년도 선발 안내 전공 해외 박사과정 대상 ,1,선발 안내 전공 해외 박사 과정 대상,0
대학생 공모전       ,1,대학생 공모전,1
탄소중립건축 evening 개최,1,탄소 중립 건축 even 개최,0
자연과학대학 변경 안내,0,자연과학 대학 변경 안내,0
대상     년 모집 안내,1,대상 모집 안내,0
 월  skk gsb the to,1,skk gsb,0
 채용 모집  인턴,1,채용 모집 인턴,1
    학년도  학기 복수전공 안내,0,복수 전공 안내,0
  산학교수 채용공고,0,산학 교수 채용 공고,1
 카운슬링센터  모집 안내,1,카운슬링 센터 모집 안내,0
 채용 모집   자체계약직원 채용 공고,0,채용 모집 자체 계약직원 채용 공고,0
    년 안내,1,안내,0
     전형 공고,1,전형 공고,0
복수전공 학생,0,복수 전공 학생,0
 월 오후 배구 홈 경기 안내,0,배구 경기 안내,0
 중국연구소  중국 교수 ,1,중국 연구소 중국 교수,1
 중국연구소  and,1,중국 연구소,0
 학생인재개발팀 대학일자리플러스센터       상반기 ai 활용 코칭 프로그램,1,학생 인재 개발 팀 대학 일자리 플러스 센터 ai 활용 코칭 프로그램,1
 뇌과학이미징연구단  교수 세미나,1,뇌과학 연구단 교수 세미나,1
     교내 선발 공고,1,교내 선발 공고,0
전임연구인력 채용,1,전임 연구 인력 채용,0
    년도 수강 안내,0,수강 안내,0
    년도 초청 유학생 장학생 추가 선발,1,초청 유학생 장학생 추가 선발,0
 공학교육혁신센터 공학교육인증 abeek  자체직원  ,0,공학 교육 혁신 센터 공학교육인증 abeek 자체 직원,0
     skku 자율주행 참가자 모집,1,skku 자율 주행 참가자 모집,0
 채용공고   직원 채용 공고 금 ,0,채용 공고 직원 채용 공고,0
자체계약직원 채용  마감 ,1,자체 계약직원 채용,0
         학기 장애학생 교육활동 지원인력 모집 재공고 ,1,장애 학생 교육 활동 지원 인력 모집 공고,0
제 미래 아이디어 공모전 안내,1,미래 아이디어 공모전 안내,1
동아시아학술원   ra 모집,1,동아시아 학술원 ra 모집,0
